,comment,sentiment,comment_len
192,اچ پی تنها مدلی هستش که ماندگاریش بالاست و خرابی هاش هم قابل حل شدنه,1,15
193,حافظه RAM سری E۱ ۵۳۱ نیز در کانفیگ های مختلف بین ۲ تا ۴ گیگابایت متغیر است,0,17
194,با توجه به موارد ذکر شده و تجربه شخصی ذکر شده امید می رود دوستانی که قصد خریداری این تبلت با توانایی اعجاب انگیز سخت افزاری را دارند با توجه به حجم مورد نیاز خود اقدام به خرید نمایند,1,39
195,و اما جزئیات,0,3
196,و از لحاظ گرافیک iPhone طی این ۷ سال امتحان خودشو پس داده و ثابت کرده که گرافیکش از هر گوشی android ی بیشتر است ۲,1,26
197,البته یه مشکل کوچک داره اونم وقتی به شارژ وصله یه کم احساس شوک ایجاد میکنه,-1,16
198,در حقیقت فرمتی نیست که توسط این گوشی پشتیبانی نشود,0,10
199,گوشی بسیار خوبی هستش مخصوصا اینکه آپدیت هم براش اومده و همونطور که دوستان گفتن بعد از آپدیت هم سطح گوشی های مطرح بهتر میشه,2,25
200,این دوربین مهم ترین امکانش همین لنز خیلی خوب و قوی هست,2,12
201,چونکه کلی کتاب رو میشه توش جا داد,0,8
202,بسیار فوق العاده انقلابی دیگر از اپل که مدت هاست منتظر آن هستیم,2,13
203,اصلا طرح هاشون متنوع نیست,-1,5
204,نمیدونم چطوره که حرفه ای های عکاسی در سایت درباره این شاهکار فوجی چیزی نگفتند اما کافیه عکس های این دوربین رو در همه ایزوهای بالا با دوربینی مثل کنون ۵ دی مقایسه کنید تا فقط از قدرت این دوربین متعجب بشید,1,42
205,همچنین تنوع مود بسیار خوبی برای انتخاب مود های مختلف عکاسی وجود دارد تا با آن ها بتوان عکس هایی با افکت های مختلف را ثبت نمود,2,27
206,Hp زمان راه اندازی و Setup را با استفاده از فن آوری Smart Install Technology به طور چشمگیری کاهش داده است که به شما اجازه می دهد تا بدون احتیاج به یک CD جداگانه برای نصب فقط پرینتر را به رایانه متصل کنید تا سپس عمل نصب به صورت خودکار انجام گیرد,1,51
207,اصلا قصد تبلیغات ندارم,0,4
208,من خریدمش واقعا راضی هستم امکاناتش واقعا عالی هست,2,9
209,ولی من اسلیم را بیشتر قبول دارم,0,7
210,همچنین عمل فوکوس را نیز می توانید به صورت دستی بر عهده بگیرید,0,13
211,همچنین به نظر ما از نظر مقاومت در برابر خراش و آسیب های احتمالی مقاوم تر از کاور پشتی Galaxy S اصلی است,1,23
212,معمولا گوشیهای HTC هرکدومشون یه مشکل جزئی دارن ولی بقیه کمپانی چند تا مشکل حاد,-1,15
213,دو سیمکارت دو هسته ای صفحه نمایش ۴٫۳,0,8
214,ایا دو برابر کیفیت دوربین داره,0,6
215,دلیلی که این تبلت رو عوض کردم نداشتن قابلیت پشتیبانی از سیم کارت بود,-1,14
216,تی ویه خوبیه اما عدم وجود بلوتوث و وای فای و سرعت و کیفیت ساخت پایین تی وی های سامسونگ باعث میشه نظر من بیشتر به سمت اسمارت تی وی های ال جی گرایش پیدا کنه,-1,36
217,تمام چیزایی که arc s داره رو این گوشی داره به جز دکمه شاتر دوربین,0,15
218,اینی که کارت حافظه بهش اضافه نمیشه بنظر بعضی ها یه نکته منفیه که موقع خرید باید بهش توجه کنید,-1,20
219,بازی hdمانند tna wrestling samurai gta۳ gangaster rio six gun,0,10
220,صحبت درباره ی کیفیت پرینترهای لیزری تک رنگ مدرن کمی سخت است چرا که بسیاری تولید کنندگان در تولیدات خود به کیفیت های خیلی خوب و نظیر هم دست یافته اند,1,30
221,داک تبلت نیز دارای صفحه نمایشی ۱۰٫۱ اینچی با پنل IPS LCD و دقت ۱۲۸۰x۸۰۰ است,0,19
222,در آینده سعی می کنیم اطلاعات بیشتری از این محصول ارائه دهیم,0,12
223,همانند آیفون و آی پد Retina MacBook Pro نیز از صفحه نمایش IPS استفاده می کند,0,16
224,بعلاوه از سنت راحی خود کاسیو هم پیروی کرده و شکل و شمایل آن کاملا کاسیویی می باشد,0,18
225,اما به هیچ وجه مخاطب رو متحیر نمیکنه و زود تکراری میشه,-1,12
226,من هم این هارد رو از دیجی کالا خریدم و از این خرید واقعا راضی هستم,2,16
227,این گوشی امکاناتش دقیقا برابری میکنه با samsung galaxy s advance,0,11
228,البته خوب با وجود گرافیک قوی میشه گفت حیفه,1,9
229,دومین ضعف دیر عمل کردن کلید های لمسی پایین صفحه نمایش میباشد و جنس فلزی پشت گوشی که بعد از چندین ماه استفاده یه لایه براق روش داره که کنده می شه و گوشی ظاهر جذاب خود را از دست می دهد که ضعف اخر قابل رفع است با کمک یه گارد و کیس مخصوص گوشی که هم جلوی ضربه به گوشی را میگیرد و هم رخ گوشی رو مثل روز اول نگه می دارد,0,75
230,طراحی منحصر به فرد Tegra ۳ شامل یک پردازنده چهار هسته ای به علاوه یک هسته مجزای کم مصرف است,1,20
231,عالی,2,1
232,خوبی اپل اینه که تکه و هیچ چی مثل اون نیست,1,11
233,ایسوس اعلام کرده است که در ساخت این تبلت از شیوه خاصی از قالب گیری آلومینیوم استفاده کرده است که تنها در صنایع هوایی و ساخت اتومبیل های مسابقه ای استفاده می شود و در آن یک تکه آلومینیوم جامد انتخاب شده و سپس به شکل مورد نظر کمپرس می شود,0,49
234,من یه xr۵۵۰ خریدم باهاش فیلم گرفتم کارش بیسته ولی یه مشکل کوچولو داره بعد از اینکه فیلم گرفته شده رو روی کامپیوتر کپی میکنم فیلم به صورت اسلوموشن حرکت میکنه اگر کسی میتونه کمک کنه ممنون میشم,1,39
235,۳۶۰ مگ حافظه آزاد داره,0,5
236,M۱۱۳۲ نیز پرینتری است که به نظر یکی از بهترین ها برای ایفای این نقش می باشد,1,18
237,رزولوشن آن ۹۶۰ ۵۴۰ و تراکم پیکسلی آن نیز ۲۵۶ppi می باشد که کاملا مناسب است,1,17
238,البته کابل HDMI برای اتصال به HDTV ندارد,-1,8
239,سونی هم مارک خوبیه بنظرم خودم سونی دارم و ازش راضیم از نظر زیبایی هم منحصر به فرده,1,18
240,نمایشگر این گوشی ۳٫۵ اینچی با رزولوشن HVGA است,0,9
241,قسمت پشت نمایشگر از جنس آلومینیوم خش دار و به رنگ نقره ای ساخته شده و دیگر قسمت ها ی بدنه نیز ترکیب رنگی زیبایی از سایه ها ی مشکی دارند,1,31
242,حتی می توان گفت که در مقابل قطرات باران نیز مقاوم است و می توان در مواقع لزوم در زیر بارش باران نیز با آن کار کرد,1,27
243,سلام من هم از طریق همین سایت با این دوربین اشنا شدم دوربین در مقایسه با قیمتش واقعا عالیه ۱ طراحی خوب بدنه دوربین موقع دست گرفتن دوربین واقعا حس خوبی به ادم میده ۲ زوم دوربین واقعا عالیه لرزشگیر دوربین هم خیلی کارش رو خوب انجام میده من قبلا فوجی تی ۳۰۰ داشتم موقع عکس گرفتن از ماه عکسهای خوبی میگرفت ولی حتما با استفاده از سه پایه ولی این دوربین نمیدونم به خاطر شکل ارگونومی خوب که داره هست یا لرزشگیرش نسبت به t۳۰۰ بهتره بدون استفاده از سه پایه عکسهای خوبی میگیره بدون کمترین نویز زومش هم بقدری هست که چاله های روی ماه رو میشه دید ۳ داشتن مودهای m s a p این دوربین رو تبدیل به یک دوربین نیمه حرفه عالی کرده ۴ فلش با برد ۷متر تو این رده قیمت فکر نکنم تو برند دیگه ای اصلا پیدا بشه ۵ داشتن چشمی جدا از حس داشتن یک دوربین حرفه ای در کاهش مصرف باطری واقعا عالیه ۶ عکس برداری پی در پی خوبی داره دوربین قبلیم فقط تا سه عکس پشت سر هم میگرفت اما موقعی که این دوربین رو روی عکسبرداری پی در پی تنظیم کردم واقعا لذت بردم از خریدی که انجام دادم دوستان یکی از مشکلاتش رو نداشتن نشانگر باطری عنوان کردن که به نظر من زیاد مهم نیست چون شما میتونین با اولین شارژ باطری های دوربین تعداد عکسهای گرفته شده رو ببینید و در شارژهای بعدی روی تقریبا همین تعداد عکس و زمان فیلمبرداری حساب کنید با تشکر از سایت خوب دیجی کالا که با معرفی و نقد خوب محصولات توسط کارشناسان و مصرف کنندگان در انتخاب محصول خوب به من کمک کرده اند,2,276
